cone1.png, 1504, 0, 142, 126, 80, 55, 58, 99
cone2.png, 1285, 128, 142, 126, 80, 55, 58, 99
cone3.png, 1285, 0, 142, 126, 80, 55, 58, 99
cone4.png, 1154, 335, 142, 126, 80, 55, 58, 99
cone5.png, 1010, 335, 142, 126, 80, 55, 58, 99
downbutton.png, 798, 335, 210, 135, 11, 8, 11, 10
downbutton1.png, 586, 335, 210, 135, 11, 10, 11, 8
line.png, 222, 1011, 1280, 4, 0, 0, 0, 0
skate-bg1.png, 0, 588, 1280, 335, 0, 0, 0, 0
skate-bg2.png, 20, 0, 1263, 333, 0, 0, 0, 2
skate-clock.png, 136, 925, 84, 96, 28, 68, 28, 116
skate-middle.png, 0, 0, 18, 586, 0, 0, 0, 0
street0001.png, 20, 335, 140, 186, 72, 34, 68, 60
street0002.png, 748, 969, 122, 26, 81, 172, 77, 82
street0003.png, 748, 925, 110, 42, 85, 165, 85, 73
street0004.png, 162, 472, 88, 112, 99, 92, 93, 76
street0005.png, 252, 472, 62, 108, 107, 91, 111, 81
street0006.png, 576, 925, 170, 58, 55, 133, 55, 89
street0007.png, 404, 925, 72, 66, 102, 38, 106, 176
street0008.png, 478, 925, 96, 60, 93, 149, 91, 71
street0009.png, 222, 925, 180, 84, 50, 116, 50, 80
street0010.png, 0, 925, 134, 96, 77, 110, 69, 74
upbutton.png, 374, 335, 210, 135, 11, 8, 11, 10
upbutton1.png, 162, 335, 210, 135, 11, 10, 11, 8
