fruit-frog0198.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0199.png, 378, 234, 186, 222, 38, 28, 56, 30
fruit-frog0200.png, 754, 230, 186, 226, 38, 24, 56, 30
fruit-frog0201.png, 378, 2, 186, 230, 38, 20, 56, 30
fruit-frog0202.png, 2, 482, 186, 236, 38, 14, 56, 30
fruit-frog0203.png, 2, 2, 186, 240, 38, 10, 56, 30
fruit-frog0204.png, 2, 244, 186, 236, 38, 14, 56, 30
fruit-frog0205.png, 2, 720, 186, 234, 38, 16, 56, 30
fruit-frog0206.png, 190, 2, 186, 232, 38, 18, 56, 30
fruit-frog0207.png, 566, 2, 186, 228, 38, 22, 56, 30
fruit-frog0208.png, 754, 2, 186, 226, 38, 24, 56, 30
fruit-frog0209.png, 566, 232, 186, 224, 38, 26, 56, 30
fruit-frog0210.png, 190, 236, 186, 220, 38, 30, 56, 30
fruit-frog0211.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0212.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0213.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0214.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0215.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0216.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0217.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0218.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0219.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0220.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0221.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0222.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0223.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0224.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0225.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0226.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0227.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0228.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0229.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0230.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0231.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0232.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0233.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0234.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0235.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0236.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0237.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0238.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0239.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0240.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0241.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0242.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0243.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0244.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0245.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0246.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0247.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0248.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0249.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0250.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0251.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0252.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0253.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0254.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0255.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0256.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0257.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0258.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0259.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0260.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0261.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0262.png, 190, 458, 186, 218, 38, 32, 56, 30
fruit-frog0263.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0264.png, 190, 678, 186, 218, 38, 32, 56, 30
fruit-frog0265.png, 190, 678, 186, 218, 38, 32, 56, 30
