speedup0001.png, 198, 576, 194, 80, 44, 105, 42, 95
speedup0002.png, 2, 576, 194, 80, 44, 105, 42, 95
speedup0003.png, 198, 494, 194, 80, 44, 105, 42, 95
speedup0004.png, 2, 494, 194, 80, 44, 105, 42, 95
speedup0005.png, 198, 412, 194, 80, 44, 105, 42, 95
speedup0006.png, 2, 412, 194, 80, 44, 105, 42, 95
speedup0007.png, 198, 330, 194, 80, 44, 105, 42, 95
speedup0008.png, 2, 330, 194, 80, 44, 105, 42, 95
speedup0009.png, 198, 248, 194, 80, 44, 105, 42, 95
speedup0010.png, 2, 248, 194, 80, 44, 105, 42, 95
speedup0011.png, 198, 166, 194, 80, 44, 105, 42, 95
speedup0012.png, 2, 166, 194, 80, 44, 105, 42, 95
speedup0013.png, 198, 84, 194, 80, 44, 105, 42, 95
speedup0014.png, 2, 84, 194, 80, 44, 105, 42, 95
speedup0015.png, 198, 2, 194, 80, 44, 105, 42, 95
speedup0016.png, 2, 2, 194, 80, 44, 105, 42, 95
speedup0017.png, 2, 2, 194, 80, 44, 105, 42, 95
speedup0018.png, 2, 2, 194, 80, 44, 105, 42, 95
speedup0019.png, 2, 2, 194, 80, 44, 105, 42, 95
speedup0020.png, 2, 2, 194, 80, 44, 105, 42, 95
