cloud1.png, 236, 454, 98, 48, 21, 46, 21, 46
cloud2.png, 392, 318, 102, 42, 19, 49, 19, 49
cloud3.png, 2, 142, 276, 112, 2, 84, 2, 84
cloud31.png, 280, 74, 526, 112, 15, 10, 19, 18
cloud32.png, 336, 454, 258, 46, 12, 11, 10, 13
cloud4.png, 808, 114, 214, 112, 33, 84, 33, 84
cloud41.png, 2, 348, 388, 104, 104, 9, 68, 27
cloud42.png, 280, 2, 532, 70, 13, 35, 15, 35
cloud5.png, 2, 2, 276, 138, 2, 71, 2, 71
cloud51.png, 2, 454, 232, 56, 18, 11, 30, 3
cloud52.png, 280, 188, 516, 128, 17, 77, 27, 75
cloud6.png, 2, 256, 272, 90, 3, 95, 5, 95
cloud7.png, 814, 2, 192, 110, 44, 85, 44, 85
